source_path,source,original_split,split,raw_label,label,label_index,sha256,width,height,channels,image_format,status,reason,canonical_path
K:\人脸数据集\2013\train\angry\Training_57460711.jpg,2013,train,train,angry,angry,0,a313ddd899fca95464677de6a2ebfb89d1aad07baa783ec486376cc506a98e8b,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57549098.jpg,2013,train,train,angry,angry,0,0c80b192b83c6731386ea4aca3c751469403ad4adae79297f7996c3fd6afc0af,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57643691.jpg,2013,train,train,angry,angry,0,903ffcce3d4edf60b965ad7e98ca34aff8f1944250655c33797c574698a3caca,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57664910.jpg,2013,train,train,angry,angry,0,dd06ca5c702f269bc69259aa736e5978f024e7637aa241b7c3a20ebebbfc4ad4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57691901.jpg,2013,train,train,angry,angry,0,7d976e5f8da6592f7e994e2eee6c6991c1612a0de70659d533438575b101f59b,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57701021.jpg,2013,train,train,angry,angry,0,37bd7b480b7b24cec424113ac768407e7546e74d5a484ecc9eff8b95747276d3,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57708176.jpg,2013,train,validation,angry,angry,0,3529211271afca4dae4816943f9dacf5db0969782f1015f31ce54cd2c7e9faf5,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57723037.jpg,2013,train,train,angry,angry,0,0c9ecbacea11d99d0c327e1fd17467a97fb5c6504e1ac8b728c5948fab06b72c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57727106.jpg,2013,train,train,angry,angry,0,6667bd8be5465c8b3fad7f7b933dd5503b3e7482d1ef43546f9b1629b059bd31,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57731334.jpg,2013,train,train,angry,angry,0,af937fabb1b3583a42a7e4f9d7a93d291bcadfeac604cf3f7bd34a72b490d3e6,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57743136.jpg,2013,train,train,angry,angry,0,70cfeac58fd89b86bb7d97075ca3a7feb51a3a3ccdea40ef00f9c2817c521af1,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5777739.jpg,2013,train,train,angry,angry,0,fd0c442b45542e3db863bf37b4c4d9135a576b72f9b5a5349665ffe9050066eb,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57781730.jpg,2013,train,train,angry,angry,0,49e438be0fcdbc0abb19128ab74d5d79439563052cb18d1b18866dd24c26da07,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57789410.jpg,2013,train,train,angry,angry,0,f8a1cbb481a956fde65ba98e7ec52d3095f8853dc31e83709899d1b4a02ecb21,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57799077.jpg,2013,train,train,angry,angry,0,1c3260d9f5f974df94ebe574172a3ebcd4acb4e1a6eddb8ba3a92a7310c65003,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57824210.jpg,2013,train,train,angry,angry,0,bdb449eb7128f7c0aacdb75819ec83dd66bf5b4af0d1cfa8bbb1e44c3c4c8553,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57846579.jpg,2013,train,train,angry,angry,0,104d88d0b30f75fb63a09f394846ff8465a12fbc5c61ab63b294e5a8d35939b3,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57850656.jpg,2013,train,train,angry,angry,0,b8053027d1a6e75fc9f36f44f991698aed0d3ae5f2fe5f9a62aefd1a186d3b30,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57863495.jpg,2013,train,train,angry,angry,0,6cbbdee49a703c1c269d3088bdb8c113c16b505a95e5b475125e4967db272ea7,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57882843.jpg,2013,train,train,angry,angry,0,db259ce49a77d5201419cbaf9a33e60e2ee58575aec805b870393886e77eaf61,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57887477.jpg,2013,train,train,angry,angry,0,feaa8c7f77abb173a5a4f7bb619b20e7184c00dcd7ebb4954af5a16fd466fd6e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57889082.jpg,2013,train,train,angry,angry,0,76efc4f4b53f0835889a37f4d2f7cfc7ed46c1938b6ec7fe550948b6a89996d2,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57899228.jpg,2013,train,train,angry,angry,0,dc3163ba0f5764b4eb29d7684d8af0eb49b870f3567f7b58523b92c0e28a226d,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57904554.jpg,2013,train,,angry,angry,0,571919b94093b00dbc5ff2e07315660c60678e9ef6311dd8471929bae9febc47,48,48,1,JPEG,excluded,same_source_exact_duplicate,K:\人脸数据集\2013\train\angry\Training_39394836.jpg
K:\人脸数据集\2013\train\angry\Training_57909701.jpg,2013,train,train,angry,angry,0,ab61229aa19ad8f9f28e1bda9416d5738a506f7ede37199489ecf408be015b41,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_57976467.jpg,2013,train,train,angry,angry,0,8eea0459fd5cbc476324570712fbebb68a2720e072f1bdb566b45b00b73a25f4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58040491.jpg,2013,train,validation,angry,angry,0,ee58e0fa03af2dad4ac486735a61d23f9becb83abae2aefda86fb7aa07e34e41,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58050106.jpg,2013,train,train,angry,angry,0,8a52f56e3b42fbcc338bba20ac221dfef538b695fac1c3d5b5ced2b2d56b0aca,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58059734.jpg,2013,train,,angry,angry,0,b21fbfcbb05f5da3b443c3d5de4067963a6da316b80ac20f1b69022142b7d3fe,48,48,1,JPEG,excluded,cross_split_duplicate_keep_test,K:\人脸数据集\2013\test\angry\PrivateTest_98810281.jpg
K:\人脸数据集\2013\train\angry\Training_58102713.jpg,2013,train,train,angry,angry,0,d8792578ddc9345c2ca363d4f60fb51a6782f64dfb0e2765ff4d177845f22962,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5810367.jpg,2013,train,train,angry,angry,0,33a056ced83abe8bcabaea09df108e068f95ac6ef423c7faf4f3d50be146fa4b,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58113578.jpg,2013,train,train,angry,angry,0,5baffb3db9c2f5a080ea8306f612eca75b8492f6b578a5f3d84cdc2bd77bd1a6,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58154605.jpg,2013,train,,angry,angry,0,9ed88e66ac1c236b787ea61126cdb5feece4998229a69a8f2c4c1381a89ac827,48,48,1,JPEG,excluded,cross_split_duplicate_keep_test,K:\人脸数据集\2013\test\angry\PublicTest_48232878.jpg
K:\人脸数据集\2013\train\angry\Training_5815808.jpg,2013,train,train,angry,angry,0,aabb3f7ff0e22ba7b245949e21eb5beb2d2bd3beab2fafb4f3f3f1d1b12e513e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58216765.jpg,2013,train,train,angry,angry,0,bec2655e4df42ee48ce6693982c1aa3713af5ee6371fc5ddde3e2439a4d9db64,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58232441.jpg,2013,train,train,angry,angry,0,e35c20e6c513a896ac83b4b57d9228d9a08f798fa39fd21bef7b47556123b1fa,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58260888.jpg,2013,train,train,angry,angry,0,c438c48d7c31e80a11b3538c9ce039296e9b6b3a776b55af0cae01d3bafe2733,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58281792.jpg,2013,train,train,angry,angry,0,cceb53e075dc7881a1f1f03353955486f12ae853d430069eecd3cde5f03ff95a,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5828886.jpg,2013,train,train,angry,angry,0,896caa25924d7df556187505c01e4df023fcf37a3afff25868c61baf00dea5d3,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58297187.jpg,2013,train,train,angry,angry,0,4c423fd258c2ccecacf55edf0bb10b5979e4728832a0351718f894c6cc148c00,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58403697.jpg,2013,train,,angry,angry,0,18dbfbef771179f97942ed1edaa1276381da6738539c10032070f810c3ae0af0,48,48,1,JPEG,excluded,same_source_exact_duplicate,K:\人脸数据集\2013\train\angry\Training_29520521.jpg
K:\人脸数据集\2013\train\angry\Training_58416499.jpg,2013,train,train,angry,angry,0,5d0bf5141f808c849c01fa793b9632acc4d930d6c8371e3bbdf51569518191d2,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58498443.jpg,2013,train,train,angry,angry,0,a55c5cbf74ff5fec99e5175cb28c347147fff6ad41d6629315bb2ab1e00877ba,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58505552.jpg,2013,train,validation,angry,angry,0,e5a53938d4dab308f5399b9c1160756226c94674a19a9a61f9d6c44824089be5,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58517344.jpg,2013,train,train,angry,angry,0,1ccd6eaa993b662c481e42df0780a997cf1fa58d08090d4e375029de38c34358,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58555475.jpg,2013,train,train,angry,angry,0,5bc40e29fde6b2b68e37b6cbc43ed1e217e40bafabcc57db50000afb577b3229,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58559868.jpg,2013,train,train,angry,angry,0,2c77133ae6edf8cfe54dcd89f236c0262f281f5d02169ef6c7e3a4a5ed49beb3,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58568285.jpg,2013,train,train,angry,angry,0,138af08b7e06f521580ac3aca1d2b471ca84f145e09bcc2e731d0bddb564dc66,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58588458.jpg,2013,train,train,angry,angry,0,6a17559b8ccef558dde8a0881dd975335e8616445d2c301ad8cd97531012be44,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58632039.jpg,2013,train,train,angry,angry,0,93b6c08ce1285f7493e97b4d5df2afa84e248a6cb0cb37b66f334ddb9d4ebb2d,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58634894.jpg,2013,train,validation,angry,angry,0,e5168cf09456b31cd4dabb52f85b22c55b2a9ba7b236d3a02d6bfa5e402b49d9,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58651003.jpg,2013,train,train,angry,angry,0,9d7dec3a2660c8e2ee905be56e3d27730f20a96ce52f60f8a7283c6362e25c57,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5867317.jpg,2013,train,train,angry,angry,0,f7e4cdd92db756fef128d7d24b9fa196d2f9a5fbf26cade3f8ac2446d04e2c5e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58690193.jpg,2013,train,train,angry,angry,0,97dfe80f2b35ab1b483daae30dd2a954bf6085cd1baa119cb9cf89b28934e8de,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58720577.jpg,2013,train,train,angry,angry,0,d5d350adedc777161325a1d75e3da28b3d4bf24c68436d58b1d8dedc788dd8a2,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58739375.jpg,2013,train,validation,angry,angry,0,ca26a87f3ff87164defa9fad8e7e8556a0a4850e9782a93d6e191d41e8763fb8,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58756272.jpg,2013,train,validation,angry,angry,0,b58c3685c026d8b28d4ca462905fd424f5f48b2f15ccaa4d03f623b7bcc34112,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58757567.jpg,2013,train,train,angry,angry,0,773edd5ea5da3360dacf5260e5df6cb4ecbda0a4e6a3b65d85eff8d520dc5f31,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58773233.jpg,2013,train,train,angry,angry,0,c409b2c2224abf6e1721fd3d4ce2acf2c85bb816a3fc65d30c7f165460ca9e5b,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58785141.jpg,2013,train,train,angry,angry,0,a6b6a756079ad799e8b5a93a646bf6242e5ab254022bfdce29e37a3cf7dceff9,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58811677.jpg,2013,train,train,angry,angry,0,f423808d0629783950138ac0c75ccd0817e3b75a8e0bd69d968ab78bd1adfa28,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58823343.jpg,2013,train,train,angry,angry,0,5235877fd6312bb4c5e4e05eb9dde44d58025f3e7e334af7a9be48bcd4fa5a66,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58852182.jpg,2013,train,train,angry,angry,0,e41f3249eca9d5565c5c592fd64d719efc979c13dd27b5d8882f81b5ce552b23,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5886929.jpg,2013,train,,angry,angry,0,3821f38d3f6579ca14c2560e39cc800edeed4ac75f20aadab43b576c5d5828b7,48,48,1,JPEG,excluded,cross_split_duplicate_keep_test,K:\人脸数据集\2013\test\angry\PrivateTest_39402661.jpg
K:\人脸数据集\2013\train\angry\Training_58904534.jpg,2013,train,train,angry,angry,0,15872c1f1977b49af77f767fb26777b492c02234702847c9caa6148c366821ae,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5892438.jpg,2013,train,train,angry,angry,0,d3bdf9c25ad878329f4f243cd0acd7678acb9317716c8cf4b36370307d770118,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58925397.jpg,2013,train,train,angry,angry,0,5427b2468e9f964d4509f9728e91ae62131d08fb0772274d376472465512a454,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58937411.jpg,2013,train,train,angry,angry,0,c9a4211c1e11875b5af1b9128c87e15b7f6fc79d57920c8514c2761d87c1c9b1,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58947716.jpg,2013,train,train,angry,angry,0,a7a205bdd3ebfc5ec5350277717d127e66f8d155a1aaee62b7b6a0277d95657c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58950369.jpg,2013,train,train,angry,angry,0,dbe2096da23dcdc14dd9e981284abc33b826bdeb35cb1ce8115e7f0f8b533a65,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_58952832.jpg,2013,train,train,angry,angry,0,6f1ef6ab634ce9e6da29a7bb19a3776a9647b4148e903afa018bdf2004168cf0,48,48,1,JPEG,included,directory,K:\人脸数据集\2013\train\angry\Training_58952832.jpg
K:\人脸数据集\2013\train\angry\Training_58967274.jpg,2013,train,train,angry,angry,0,ce2ff0a076a639ee3b8b1f0af5badc8d8518071a16943260373eb3ff67701134,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5898934.jpg,2013,train,train,angry,angry,0,8aa5888f5c6d899192e031a0a168ac399784a3d6c8cdddae282c41025504e464,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59100327.jpg,2013,train,validation,angry,angry,0,d13bfc1e78b00dff478e4764aac8416ef11f93249055631e0db4c751eb267353,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5915591.jpg,2013,train,train,angry,angry,0,ea3b2fef1e2791ba1b63b3d40c3d6074f90110cf35a5e104cc001b24269554ff,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59169722.jpg,2013,train,train,angry,angry,0,fa0ad11ad355637b9eacee611ebb1118b66193ad47458be60457458d7931d928,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59177525.jpg,2013,train,train,angry,angry,0,58876ce92460f2d60b8d888d33d97e76155995dcd7572edfd97ae8fc9f65192e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59191939.jpg,2013,train,validation,angry,angry,0,a47cf10a9001d14cf58a81c45239a1b1c4c7ebd19f11b02984c2a586ef4fdb89,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5919211.jpg,2013,train,train,angry,angry,0,a09da2c07063f8beb280ee0635907ee0f9b47c13ad38fc8682c044153cf36e34,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5924068.jpg,2013,train,train,angry,angry,0,5c4971514717bfde2e63a83d188d7ed3ae2fba18ae6b5b7185dec9eb6cff3c7c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59251388.jpg,2013,train,train,angry,angry,0,81300486bcdf90782bd64271baad44710a3b968ddc95a4431564996cc55d95c6,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5927658.jpg,2013,train,train,angry,angry,0,8d4b28685501bcf3425856b9b42ad597869719532cba04563aed538e9990a794,48,48,1,JPEG,included,directory,K:\人脸数据集\2013\train\angry\Training_5927658.jpg
K:\人脸数据集\2013\train\angry\Training_59292672.jpg,2013,train,train,angry,angry,0,28d5afb76e25d9012f66eae1ce3025106cec871fe94bac26c0f52821c3e8efe4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59338270.jpg,2013,train,train,angry,angry,0,3ccceb8722a5f534123529ef51e3011d2b7ce4218f58eea357285dbfdcf3bffb,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59376220.jpg,2013,train,train,angry,angry,0,eaa3ccecb05a975517e247985c24d1387e358aa43785cf9f799af6eff689befc,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59382539.jpg,2013,train,train,angry,angry,0,8d3957bc468ba2afb8feaf5bd8de80ce61258338fdd1662b3cbb1b8df0299c28,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59410566.jpg,2013,train,,angry,angry,0,bc7135f505198e95b1ca13b9139a095d17fc4d50730612ae865154b48e5908e7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_59490050.jpg,2013,train,train,angry,angry,0,57ffd4df73a8dc25dbcf6f444da79cff1820f45a3eaee80fc00dbd57c0ea14dd,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59490301.jpg,2013,train,train,angry,angry,0,45fdc439364163c0a4368d9df42dcf34d079ccdd3a185e1de0ac8a446d4a7b0c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59500155.jpg,2013,train,train,angry,angry,0,461ed72aec9bf21ce30802bb1fb3ee5812622983217ba458653eabaad40d762e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59575661.jpg,2013,train,validation,angry,angry,0,2d0ed8553d883454864c666f4069e6cf783f34b3539d57c72b8f808703ebe167,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59590477.jpg,2013,train,train,angry,angry,0,7850a80a84fec4e672e186fbc7e3025a2af05745ccb05582c80ac626c4441e8d,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_596387.jpg,2013,train,train,angry,angry,0,5db558f7e2ffc64efa53addb96fe8bb172c7cc79589764b71a479be61c109f7a,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59649212.jpg,2013,train,train,angry,angry,0,28a6233e00dd985d12876dd3ce95f4c1cacf9f8c288431b4762a98c5fe051eb5,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59657547.jpg,2013,train,train,angry,angry,0,6d3106ff19bc3d73b8e932b0b144bacb72ae6a7eeeb860848b69f26f565640df,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59667109.jpg,2013,train,train,angry,angry,0,bb4d97a14e974e61c58c5867f482d9889a8f232be7dbee28dd24b01b419afb2d,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59684892.jpg,2013,train,train,angry,angry,0,6fce70fe0536cc82a8dfe15951e8fe5c90ccb2a168015f568e744fd16ea8a7fc,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59706893.jpg,2013,train,train,angry,angry,0,83cc947c3c7ff2f7e9260f63c4c893fecdcd6d3591660cd4b3f424c67571b53e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59720972.jpg,2013,train,train,angry,angry,0,7bb8bedac631a3148880e45a6437300420e3c6a23c8e2dca9d3ceccc7af77bd4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59755019.jpg,2013,train,validation,angry,angry,0,a36a608be66861407d81de5f6904c90ca53b89b27fb5b8d9ff9dc74f63c20f0c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59755801.jpg,2013,train,train,angry,angry,0,6bc9843b701d62742f40cbd7c59d3f0ad46198c2ed58cb387360afd3ac85a6c5,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59771490.jpg,2013,train,train,angry,angry,0,817090c10dcfb8a6fe9698dcd9e51e4e850b2882fd54a8ccca268c35609a919e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59827461.jpg,2013,train,train,angry,angry,0,a8db409a1005b2441414a94b3215207c557ccc47ca5452ced260d7fc46a6699c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5984897.jpg,2013,train,train,angry,angry,0,8e05c801e4e67f385732dcb852fee65f6adf60c8571d3d7cab71b956d5917eaa,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59851309.jpg,2013,train,,angry,angry,0,0d63184cc3f47be4112de52a63f474a08881502542cf3d4a8f1ac41d0f78575d,48,48,1,JPEG,excluded,cross_split_duplicate_keep_test,K:\人脸数据集\2013\test\angry\PrivateTest_63127439.jpg
K:\人脸数据集\2013\train\angry\Training_59859038.jpg,2013,train,train,angry,angry,0,abdf68d84798cce17e6e2971bc57caa0971c8f51230fb11e2f3eec39b915617a,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59881272.jpg,2013,train,train,angry,angry,0,832320527b98003e9a5d577666cc58bdaebd999d07a4f92a0bfb21e7ce912731,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_5989047.jpg,2013,train,train,angry,angry,0,23365e050d5a54bbbbefe072e86c5f021f0886f1c67d279d6cd3794075b69e6c,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59953801.jpg,2013,train,train,angry,angry,0,9b786038fefd1d9374f68ff99747c6bc2bf180e861a1daa565884128809930f4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_59958251.jpg,2013,train,train,angry,angry,0,4b570115d6ee7318f01228f7c40d41d6814cbf22578dfc9b4b28026c882f3869,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60003551.jpg,2013,train,train,angry,angry,0,994b813ac72770fa9c17b1d4eb69941bf5d441d552074b770b90463374d198ff,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60008859.jpg,2013,train,train,angry,angry,0,cc7d581f9cf6851566f664d43841e908c4dd6e70709e710abadc6a4f8f8e1741,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60012162.jpg,2013,train,train,angry,angry,0,11c38274bdd7d6348563eb1e44740676d06324323cdfd5f770b78a9a29b27533,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60016886.jpg,2013,train,train,angry,angry,0,a428c9eb6cf4277fc63e6c39c9af9849e57745ac23990e86aaeb61d7f75ba352,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60026629.jpg,2013,train,train,angry,angry,0,7b7e9de11fb86715064267bb83663bc7d0b91889235e92f5daf6bf621cc35492,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60051927.jpg,2013,train,train,angry,angry,0,019694f2950e590c3b51ecf98e94eb7c80a431cc2c016491f76b361d91126d6a,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_6009218.jpg,2013,train,validation,angry,angry,0,180d2361a0a8a597b1dc52f3bead1258a206e174882c2ab37ca964f70c159b24,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60093042.jpg,2013,train,train,angry,angry,0,bb15faa8ad4ed03678b806b3dce2b9cc2f4f8560438e154dd1c9340feea7c75d,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60104684.jpg,2013,train,train,angry,angry,0,080104082bad4b151f33d5d588b863206e42a7941542991b94a9d9e8fcdebf88,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_6011098.jpg,2013,train,train,angry,angry,0,16cd13d9c4714549dee0184f496a5983c7c2c2348bf45d47dfb3966aac5178e6,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60138355.jpg,2013,train,train,angry,angry,0,68a01b0282d7531390196df6a2478e13d54003c09a9be4213d6da183109f92f6,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60157856.jpg,2013,train,train,angry,angry,0,f76701105f3502b34bf1b808a55509814bb595845782167e6a3d4423ace35848,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60180669.jpg,2013,train,train,angry,angry,0,5e3237ab3d2f60363d1795e892fe92afaae4a9a406f345a259eed3d38d08e351,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60201034.jpg,2013,train,train,angry,angry,0,e17f1d340ddb6ef677b5b42aea2ce5aa80c51b50976bf927e53ceacddc815fed,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60260184.jpg,2013,train,validation,angry,angry,0,92f6c0dce28fdc093b8f6b711ffb8d7bef7870fca9197b5b7ac6e0007fc7b629,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60264995.jpg,2013,train,validation,angry,angry,0,e6ea33b8183db33626861a634dd05aa377ed0f3c58490bc783a400f603903fed,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60293623.jpg,2013,train,validation,angry,angry,0,5844890e7df186ad70da98f3bbb82eff93301209dd005ffd3d2f2d8d76e3b95b,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60337263.jpg,2013,train,train,angry,angry,0,329ecd29d15de837087821103b909bf1f2f1bd93e9c1a45413775bad344a7c8e,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60344662.jpg,2013,train,train,angry,angry,0,0bc190c73518952da8166d74b4184172a7763654f87576de4f67e8112baa5ad4,48,48,1,JPEG,included,directory,
K:\人脸数据集\2013\train\angry\Training_60362043.jpg,2013,train,train,angry,angry,0,0624eb8cfe7216ee18042e4da4e2e9a5f8d333cafc7203593078b2fd01dd8505,48,48,1,JPEG,included,directory,
